Description	ID	nc	nt	sp
 Neurospora crassa OR74A GPI anchored protein (451 aa)	11437	1	1	0
"NAD/NADH kinase (predicted)"	11438	0	0	1
"ESCRT III complex subunit (predicted)"	11439	0	0	1
"ER triose phosphate transmembrane transporter (predicted)"	11441	0	0	1
"6-phosphofructo-2-kinase (predicted)"	11443	0	0	1
"mitochondrial Rieske ISP assembly ATPase (predicted)"	11444	0	0	1
"SAGA complex ubiquitin C-terminal hydrolase Ubp8"	11445	0	0	1
Genemark.9200_g	11446	1	1	0
e_gw1.81.5536.1	11447	1	1	0
estExt_Genewise1Plus.C_812625	11449	1	1	0
estExt_Genewise1.C_811905	11451	1	1	0
estExt_fgenesh1_pm.C_810652	11452	1	1	0
estExt_fgenesh1_pm.C_50888	11454	1	1	0
estExt_fgenesh1_pm.C_50642	11455	1	1	0
estExt_fgenesh1_pm.C_50033	11456	1	1	0
estExt_Genewise1Plus.C_23004	11460	1	1	0
estExt_Genemark.C_20287	11461	2	1	1
estExt_fgenesh1_pg.C_20010	11462	1	1	1
estExt_Genemark.C_10131	11464	1	1	0
 Neurospora crassa OR74A 3-hydroxyisobutyrate dehydrogenase (450 aa)	11465	1	0	0
 Neurospora crassa OR74A cellular nucleic acid-binding protein (450 aa)	11469	1	0	0
 Neurospora crassa OR74A uracil-DNA glycosylase (450 aa)	11472	1	1	0
 Neurospora crassa OR74A hypothetical protein (450 aa)	11473	1	1	0
 Neurospora crassa OR74A peptidase M4 (450 aa)	11474	1	1	0
 Neurospora crassa OR74A N-glycosylase/DNA lyase (450 aa)	11477	1	1	0
"membrane transporter (predicted)"	11482	0	0	1
"conserved eukaryotic protein, implicated in vesicle-mediated transport"	11485	0	0	1
"aminotransferase class-III, possible transaminase, unknown specificity"	11486	0	0	1
estExt_fgenesh1_pm.C_812272	11487	1	1	0
estExt_Genewise1.C_812374	11489	3	1	0
fgenesh1_pm.81_#_969	11490	1	1	0
fgenesh1_pg.5_#_3	11492	1	1	1
fgenesh1_pm.4_#_322	11494	1	1	0
estExt_Genewise1Plus.C_40291	11495	0	1	0
estExt_Genewise1.C_30805	11496	1	1	0
estExt_Genewise1.C_21539	11498	1	1	0
estExt_fgenesh1_pm.C_20039	11500	1	1	0
estExt_Genemark.C_11341	11501	2	2	2
 Neurospora crassa OR74A hypothetical protein (449 aa)	11504	1	1	0
 Neurospora crassa OR74A hypothetical protein (449 aa)	11506	1	0	0
 Neurospora crassa OR74A hypothetical protein (449 aa)	11509	1	1	0
 Neurospora crassa OR74A hypothetical protein (449 aa)	11513	1	1	0
 Neurospora crassa OR74A hypothetical protein (449 aa)	11516	1	1	0
 Neurospora crassa OR74A hypothetical protein (449 aa)	11519	1	1	0
 Neurospora crassa OR74A transcriptional regulator (449 aa)	11521	1	1	0
 Neurospora crassa OR74A hypothetical protein (449 aa)	11522	1	0	0
"fumarate lyase superfamily"	11523	0	0	1
"Schizosaccharomyces specific protein"	11525	0	0	1
"N-acetyltransferase (predicted)"	11528	0	0	1
estExt_fgenesh1_pm.C_812032	11529	1	1	0
fgenesh1_pm.81_#_1790	11530	3	2	2
estExt_Genewise1Plus.C_52127	11532	1	1	0
estExt_fgenesh1_kg.C_40067	11535	1	1	1
estExt_Genewise1Plus.C_40168	11536	1	1	1
estExt_Genewise1.C_31366	11537	0	1	0
estExt_Genewise1.C_13534	11539	1	1	0
 Neurospora crassa OR74A hypothetical protein (448 aa)	11545	1	1	0
 Neurospora crassa OR74A peroxisomal adenine nucleotide transporter 1 (448 aa)	11546	1	1	0
 Neurospora crassa OR74A developmental regulator VosA (448 aa)	11548	1	1	0
 Neurospora crassa OR74A hypothetical protein (448 aa)	11550	2	0	0
 Neurospora crassa OR74A DUF974 domain-containing protein (448 aa)	11552	1	0	0
"serine/threonine protein kinase Cki1"	11555	0	0	1
"conserved eukaryotic protein"	11556	0	0	1
"WD repeat protein Crb3"	11560	0	0	1
estExt_Genemark.C_811147	11562	2	1	0
estExt_fgenesh1_pg.C_810284	11563	1	1	0
estExt_Genewise1Plus.C_60781	11564	2	1	1
estExt_Genemark.C_50517	11566	3	1	0
estExt_Genewise1Plus.C_50991	11567	1	1	0
fgenesh1_pg.4_#_561	11568	1	1	0
estExt_fgenesh1_pg.C_40471	11569	1	1	0
estExt_fgenesh1_pm.C_11284	11570	1	1	0
estExt_Genewise1Plus.C_11233	11571	1	1	3
 Neurospora crassa OR74A oxidoreductase (447 aa)	11573	1	0	0
 Neurospora crassa OR74A hypothetical protein (447 aa)	11575	1	1	0
 Neurospora crassa OR74A hypothetical protein (447 aa)	11576	1	1	0
 Neurospora crassa OR74A queuine tRNA-ribosyltransferase (447 aa)	11577	2	1	1
 Neurospora crassa OR74A tRNA splicing 2' phosphotransferase 1 (447 aa)	11579	2	0	0
 Neurospora crassa OR74A peroxin 12 (447 aa)	11583	1	1	0
 Neurospora crassa OR74A hypothetical protein (447 aa)	11584	1	0	0
"mitochondrial tyrosine-tRNA ligase (predicted)"	11587	0	0	1
"Cds1/Rad53/Chk2 family protein kinase Mek1"	11589	0	0	1
"dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase Alg10 (predicted)"	11590	0	0	1
estExt_fgenesh1_pm.C_811931	11591	1	1	1
estExt_fgenesh1_kg.C_810660	11592	1	1	0
estExt_Genewise1Plus.C_60037	11593	1	1	0
estExt_fgenesh1_pg.C_40330	11595	1	1	0
estExt_Genemark.C_40328	11596	1	1	1
 Neurospora crassa OR74A hypothetical protein (446 aa)	11599	1	0	0
 Neurospora crassa OR74A hypothetical protein (446 aa)	11600	1	1	0
 Neurospora crassa OR74A hypothetical protein (446 aa)	11603	1	0	0
 Neurospora crassa OR74A chalcone synthase (446 aa)	11604	1	1	0
 Neurospora crassa OR74A prephenate dehydrogenase (446 aa)	11610	2	1	1
"replication licensing factor Cdt1"	11611	0	0	1
"mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase (predicted)"	11612	0	0	1
"NEDD8 activating enzyme"	11614	0	0	1
estExt_Genemark.C_812251	11615	1	1	1
estExt_Genemark.C_812049	11616	1	1	0
estExt_Genewise1Plus.C_811332	11617	1	1	0
Genemark.6282_g	11618	1	1	0
e_gw1.4.1471.1	11619	1	1	0
estExt_Genewise1.C_22531	11620	1	1	0
 Neurospora crassa OR74A hypothetical protein (445 aa)	11624	1	0	0
 Neurospora crassa OR74A hypothetical protein (445 aa)	11627	1	1	0
 Neurospora crassa OR74A hypothetical protein (445 aa)	11629	1	0	0
 Neurospora crassa OR74A hypothetical protein (445 aa)	11631	1	1	0
"mitochondrial PPR repreat protein Ppr6"	11634	0	0	1
"conserved fungal protein"	11637	0	0	1
"dihydroorotate dehydrogenase Ura3"	11638	0	0	1
estExt_fgenesh1_pg.C_60340	11641	1	1	0
estExt_fgenesh1_pm.C_50963	11642	1	1	0
fgenesh1_pg.4_#_704	11644	1	1	0
estExt_Genewise1Plus.C_12882	11648	1	1	0
e_gw1.1.2451.1	11650	0	1	0
fgenesh1_pm.1_#_105	11651	1	1	1
 Neurospora crassa OR74A hypothetical protein (444 aa)	11652	1	1	0
 Neurospora crassa OR74A hypothetical protein (444 aa)	11653	1	0	0
 Neurospora crassa OR74A hypothetical protein (444 aa)	11654	1	0	0
 Neurospora crassa OR74A hypothetical protein (444 aa)	11655	2	1	0
"nuclear pore associated protein Thp1-Sac3 complex subunit (predicted)"	11663	0	0	1
"transcription factor Sfp1 (predicted)"	11666	0	0	1
"alpha-1,6- mannanase (predicted)"	11667	0	0	1
"Haemolysin-III family protein (predicted)"	11668	0	0	1
e_gw1.81.1580.1	11670	2	1	0
fgenesh1_pm.5_#_629	11672	1	1	0
e_gw1.5.1224.1	11673	0	1	0
estExt_Genewise1Plus.C_50176	11674	1	1	0
estExt_Genewise1Plus.C_32151	11676	1	1	0
estExt_Genemark.C_30177	11677	2	1	0
estExt_Genewise1Plus.C_20735	11678	1	1	1
estExt_Genewise1Plus.C_20204	11680	2	2	0
fgenesh1_pg.1_#_457	11681	1	1	0
 Neurospora crassa OR74A hypothetical protein (443 aa)	11684	1	0	0
 Neurospora crassa OR74A hypothetical protein (443 aa)	11689	1	1	0
 Neurospora crassa OR74A hypothetical protein (443 aa)	11690	2	1	0
 Neurospora crassa OR74A hypothetical protein (443 aa)	11692	1	0	0
 Neurospora crassa OR74A hypothetical protein (443 aa)	11693	8	6	0
 Neurospora crassa OR74A Cut9 interacting protein Scn1 (443 aa)	11695	1	1	0
 Neurospora crassa OR74A C-type cyclin (443 aa)	11697	1	1	0
 Neurospora crassa OR74A hypothetical protein (443 aa)	11698	1	0	0
 Neurospora crassa OR74A D-mandelate dehydrogenase (443 aa)	11699	1	1	0
 Neurospora crassa OR74A topogenesis of outer membrane beta barrel protein 37 (443 aa)	11700	1	1	0
 Neurospora crassa OR74A endonuclease/Exonuclease/phosphatase (443 aa)	11701	1	0	0
"histone lysine H3-K20 methyltransferase Set9"	11703	0	0	1
"kinetochore protein Mis17"	11704	0	0	1
"mitochondrial asparagine-tRNA ligase Slm5 (predicted)"	11705	0	0	1
"spindle pole body protein Nuf2"	11706	0	0	1
"ER membrane protein, ICE2 family"	11707	0	0	1
estExt_Genemark.C_811309	11709	1	1	0
estExt_Genewise1Plus.C_61866	11711	1	1	0
estExt_Genemark.C_60767	11712	1	1	0
estExt_fgenesh1_kg.C_60202	11713	2	1	0
estExt_fgenesh1_pm.C_60461	11714	0	1	0
estExt_Genewise1.C_50438	11715	1	1	1
estExt_fgenesh1_pg.C_30503	11717	1	1	0
estExt_Genewise1Plus.C_23242	11718	1	1	0
estExt_fgenesh1_pg.C_20857	11719	1	1	0
estExt_fgenesh1_pg.C_10720	11721	1	1	0
 Neurospora crassa OR74A MOSC domain-containing protein (442 aa)	11722	1	1	0
 Neurospora crassa OR74A oxidase assembly protein 2 (442 aa)	11727	1	1	0
 Neurospora crassa OR74A hypothetical protein (442 aa)	11729	1	0	0
 Neurospora crassa OR74A CCCH zinc finger protein (442 aa)	11734	2	1	0
"F-box protein Pof12"	11737	0	0	1
"alpha-1,2-mannosyltransferase Omh4 (predicted)"	11738	0	0	2
estExt_fgenesh1_pm.C_810860	11742	1	1	0
Genemark.6996_g	11744	1	1	0
estExt_Genewise1.C_51348	11745	2	1	0
fgenesh1_pg.5_#_217	11746	0	1	0
e_gw1.2.1954.1	11748	1	1	0
fgenesh1_pm.2_#_558	11749	1	1	0
estExt_fgenesh1_pg.C_10728	11752	1	1	0
 Neurospora crassa OR74A hypothetical protein (441 aa)	11753	1	1	0
 Neurospora crassa OR74A hypothetical protein (441 aa)	11754	1	0	0
 Neurospora crassa OR74A phosphopantothenate-cysteine ligase (441 aa)	11755	2	1	0
 Neurospora crassa OR74A 20S-pre-rRNA D-site endonuclease NOB1 (441 aa)	11757	1	1	1
 Neurospora crassa OR74A SRP receptor beta subunit (441 aa)	11758	1	0	0
 Neurospora crassa OR74A acetyltransferase (441 aa)	11762	2	1	0
 Neurospora crassa OR74A mitochondrial metalloendopeptidase OMA1 (441 aa)	11765	1	1	0
"histidinol dehydrogenase His2 (predicted)"	11768	0	0	1
"mitochondrial translation elongation factor EF-Tu Tuf1"	11769	1	1	1
"serine/threonine protein kinase Cki3"	11771	0	0	1
"GTP cyclohydrolase II Urg1 (predicted)"	11772	0	0	1
estExt_fgenesh1_pm.C_811265	11773	1	1	0
Genemark.8020_g	11774	1	1	0
estExt_fgenesh1_kg.C_810194	11776	1	1	1
e_gw1.81.5600.1	11777	1	1	0
estExt_Genewise1.C_61312	11778	1	1	0
estExt_fgenesh1_kg.C_40199	11780	2	2	2
estExt_Genemark.C_40321	11781	1	1	0
estExt_fgenesh1_pg.C_40135	11782	3	3	0
e_gw1.3.1589.1	11783	0	1	0
estExt_Genewise1.C_21405	11784	1	1	0
estExt_fgenesh1_kg.C_10499	11785	1	1	0
 Neurospora crassa OR74A hypothetical protein (440 aa)	11786	1	0	0
 Neurospora crassa OR74A hypothetical protein (440 aa)	11787	1	1	0
 Neurospora crassa OR74A 60S ribosomal protein L3 (440 aa)	11789	1	1	0
 Neurospora crassa OR74A hypothetical protein (440 aa)	11790	1	1	0
 Neurospora crassa OR74A aminomethyl transferase (440 aa)	11791	1	1	0
 Neurospora crassa OR74A DNA damage-inducible protein 1 (440 aa)	11793	1	0	0
 Neurospora crassa OR74A hypothetical protein (440 aa)	11801	1	1	0
"paxillin-like protein Pxl1"	11807	0	0	1
"phospholipase A2, PAF family homolog"	11808	0	0	1
"malic acid transport protein Mae1"	11809	0	1	2
"RNA-binding protein Nop12 (predicted)"	11810	0	0	1
estExt_fgenesh1_pg.C_811879	11813	1	1	0
estExt_Genewise1.C_813088	11814	2	1	0
estExt_Genewise1Plus.C_810813	11816	1	1	0
fgenesh1_pm.2_#_1178	11821	0	1	0
 Neurospora crassa OR74A C6 transcription factor (439 aa)	11823	1	0	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11824	1	1	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11825	1	1	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11827	1	1	0
 Neurospora crassa OR74A acyl-CoA dehydrogenase (439 aa)	11830	2	1	0
 Neurospora crassa OR74A pantothenic acid-4 (439 aa)	11832	1	1	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11833	1	1	0
 Neurospora crassa OR74A dual specificity phosphatase (439 aa)	11834	1	1	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11835	1	0	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11836	1	1	0
 Neurospora crassa OR74A cation diffusion facilitator 1 (439 aa)	11838	1	1	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11839	1	0	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11842	1	1	0
 Neurospora crassa OR74A hypothetical protein (439 aa)	11843	1	1	0
"dolichyl-di-phosphooligosaccharide-protein glycotransferase subunit Wbp1 (predicted)"	11846	0	0	1
"SAGA complex subunit Ada2"	11847	0	0	1
"phosphatidylserine decarboxylase Psd1"	11848	0	0	1
"conserved fungal protein"	11850	0	0	1
"Swr1 complex subunit Swc4"	11851	0	0	1
estExt_fgenesh1_pm.C_811798	11855	0	1	0
estExt_fgenesh1_pm.C_810544	11856	2	1	0
estExt_Genemark.C_810230	11857	1	1	0
fgenesh1_pg.4_#_524	11858	1	1	1
Genemark.3679_g	11860	1	1	0
estExt_Genewise1Plus.C_30767	11861	1	1	0
estExt_Genewise1Plus.C_20174	11862	1	1	0
estExt_Genewise1Plus.C_11668	11866	1	1	0
estExt_fgenesh1_pg.C_10543	11867	1	1	0
 Neurospora crassa OR74A FMN binding oxidoreductase (438 aa)	11871	1	1	0
 Neurospora crassa OR74A sorbitol dehydrogenase (438 aa)	11872	1	1	0
 Neurospora crassa OR74A methionine aminopeptidase 2B (438 aa)	11876	1	1	1
 Neurospora crassa OR74A hypothetical protein (438 aa)	11877	3	0	0
"serine/threonine protein kinase Psk1"	11883	0	0	1
"alpha-galactosidase, melibiase"	11886	0	0	1
estExt_Genemark.C_810399	11887	1	1	0
fgenesh1_pm.81_#_328	11889	1	1	0
Genemark.7005_g	11891	0	1	0
estExt_fgenesh1_pm.C_60148	11893	1	1	0
estExt_Genewise1Plus.C_60318	11894	1	1	0
estExt_Genewise1Plus.C_51555	11895	1	1	0
estExt_fgenesh1_pg.C_30654	11898	1	1	0
estExt_Genewise1Plus.C_30669	11899	1	1	0
estExt_Genewise1Plus.C_23305	11900	1	1	0
estExt_fgenesh1_pm.C_20162	11901	2	1	0
estExt_Genewise1Plus.C_11300	11903	1	1	0
 Neurospora crassa OR74A hypothetical protein (437 aa)	11907	1	1	0
 Neurospora crassa OR74A peptide chain release factor 1 (437 aa)	11908	1	1	0
 Neurospora crassa OR74A alpha-1,2 mannosyltransferase KTR1 (437 aa)	11910	1	1	0
 Neurospora crassa OR74A hypothetical protein (437 aa)	11912	1	1	0
 Neurospora crassa OR74A hypothetical protein (437 aa)	11913	1	0	0
 Neurospora crassa OR74A malate/L-lactate dehydrogenase (437 aa)	11914	2	1	0
 Neurospora crassa OR74A tryptophan-4 (437 aa)	11916	1	0	0
 Neurospora crassa OR74A hypothetical protein (437 aa)	11917	1	1	0
 Neurospora crassa OR74A hypothetical protein (437 aa)	11923	1	1	0
 Neurospora crassa OR74A hypothetical protein (437 aa)	11924	1	1	0
"WD repeat protein, DDB1 and CUL4-associated factor 7 (predicted)"	11925	0	0	1
"serine/threonine protein kinase Cki2"	11926	0	0	1
"human AMSH/STAMBP protein homolog, ubiquitin specific-protease"	11927	0	0	1
"ubiquitin-protein ligase E3 (predicted)"	11928	0	0	1
estExt_Genewise1Plus.C_812790	11929	1	1	0
e_gw1.81.3879.1	11930	0	1	0
estExt_Genewise1Plus.C_61225	11932	1	1	0
estExt_fgenesh1_pm.C_40128	11933	1	1	0
estExt_Genewise1Plus.C_31112	11934	1	1	1
fgenesh1_pm.2_#_1094	11937	1	1	0
 Neurospora crassa OR74A glutaminyl-peptide cyclotransferase (436 aa)	11943	1	1	0
 Neurospora crassa OR74A hypothetical protein (436 aa)	11949	1	1	0
 Neurospora crassa OR74A solute carrier family 25 protein (436 aa)	11951	1	1	0
 Neurospora crassa OR74A hypothetical protein (436 aa)	11952	1	1	0
 Neurospora crassa OR74A hypothetical protein (436 aa)	11953	1	1	0
"human ATXN10 ortholog"	11955	0	0	1
"ubiquitin protease cofactor Glp1 (predicted)"	11956	0	0	1
"transcription factor TFIIE alpha subunit, TFIIEA, Tfa1"	11957	0	0	1
"adenylosuccinate synthetase Ade2"	11958	1	1	1
"ATP-dependent RNA helicase Uap56"	11959	3	3	3
"tRNA isopentenyltransferase Tit1"	11961	0	0	1
"nifs homolog, possible cysteine desulfurase"	11962	0	0	2
estExt_Genewise1.C_815157	11963	1	1	0
fgenesh1_pm.81_#_570	11964	0	1	0
estExt_Genewise1Plus.C_810308	11966	1	1	1
estExt_Genewise1.C_60535	11968	1	1	0
estExt_Genewise1.C_50983	11970	0	1	0
estExt_fgenesh1_pm.C_30822	11971	1	1	1
estExt_Genemark.C_10087	11974	0	1	0
 Neurospora crassa OR74A integral membrane protein (435 aa)	11976	1	0	0
 Neurospora crassa OR74A hypothetical protein (435 aa)	11977	1	1	0
 Neurospora crassa OR74A hypothetical protein (435 aa)	11984	1	0	0
 Neurospora crassa OR74A sorbitol dehydrogenase (435 aa)	11988	1	1	0
 Neurospora crassa OR74A hypothetical protein (435 aa)	11989	3	1	0
"UPF0300 family protein 4"	11992	0	0	1
"arrestin"	11993	0	0	1
"glucan endo-1,3-alpha-glucosidase Agn2"	11996	0	0	1
"Schizosaccharomyces specific protein Slt1"	11998	0	0	1
"L-saccharopine oxidase"	11999	0	0	1
estExt_Genewise1.C_812745	12000	2	1	1
estExt_Genewise1.C_812627	12001	1	1	0
Genemark.5907_g	12002	1	1	0
estExt_Genemark.C_50487	12004	1	1	0
estExt_fgenesh1_pm.C_50440	12005	1	1	0
estExt_Genewise1.C_41585	12006	4	1	0
 Neurospora crassa OR74A agmatinase (434 aa)	12010	1	0	0
 Neurospora crassa OR74A hypothetical protein (434 aa)	12011	1	1	0
 Neurospora crassa OR74A hypothetical protein (434 aa)	12012	1	1	0
 Neurospora crassa OR74A acyl-CoA dehydrogenase (434 aa)	12013	1	0	0
 Neurospora crassa OR74A L-galactose dehydrogenase (434 aa)	12016	1	1	0
 Neurospora crassa OR74A albino-3 (434 aa)	12024	1	1	0
 Neurospora crassa OR74A hypothetical protein (434 aa)	12025	1	1	0
 Neurospora crassa OR74A mitochondrial enoyl reductase (434 aa)	12026	2	0	1
"bouquet formation protein Bqt4"	12028	0	0	1
"RRM-containing cyclophilin regulating transcription Rct1"	12029	0	0	1
"mitochondrial PPR repeat protein Ppr2"	12030	0	0	1
"ornithine decarboxylase Spe1 (predicted)"	12031	0	0	1
"UPF0300 family protein 1"	12032	0	0	1
estExt_Genewise1Plus.C_812836	12036	1	1	0
e_gw1.6.1523.1	12037	1	1	0
fgenesh1_pm.6_#_710	12039	0	1	0
estExt_fgenesh1_pg.C_60476	12040	1	1	0
e_gw1.6.1521.1	12041	1	1	0
Genemark.5163_g	12045	0	1	0
estExt_Genewise1Plus.C_41574	12046	1	1	1
estExt_fgenesh1_pm.C_30614	12047	1	1	0
estExt_fgenesh1_pm.C_20926	12048	1	1	0
estExt_fgenesh1_pg.C_10336	12054	1	1	0
 Neurospora crassa OR74A hypothetical protein (433 aa)	12055	1	0	0
 Neurospora crassa OR74A carboxymethylenebutenolidase (433 aa)	12056	1	1	0
 Neurospora crassa OR74A hypothetical protein (433 aa)	12057	1	1	0
 Neurospora crassa OR74A hypothetical protein (433 aa)	12064	1	1	0
"F-box protein Pof14"	12070	0	0	1
"LEA domain protein"	12071	0	0	1
"ornithine N5 monooxygenase (predicted)"	12072	0	0	1
estExt_Genewise1.C_814680	12073	1	1	0
estExt_Genewise1.C_60679	12074	1	1	0
estExt_Genewise1Plus.C_51808	12075	1	1	0
estExt_Genewise1.C_50725	12078	1	1	0
estExt_Genewise1Plus.C_31004	12081	1	1	1
fgenesh1_pg.3_#_114	12082	0	1	0
estExt_Genemark.C_21153	12083	1	1	0
Genemark.2099_g	12084	0	1	0
 Neurospora crassa OR74A hypothetical protein (432 aa)	12086	1	0	0
 Neurospora crassa OR74A glycosylhydrolase family 10-3 (432 aa)	12091	1	1	0
 Neurospora crassa OR74A hypothetical protein (432 aa)	12092	1	1	0
 Neurospora crassa OR74A F1-ATP synthase assembly protein (432 aa)	12096	1	1	0
"Tor complex Tor2 interacting protein 1"	12100	0	0	1
"phosphoprotein phosphatase (predicted)"	12102	0	0	1
"S. pombe specific UPF0300 family protein 3"	12103	0	0	1
"actin cortical patch component Lsb4 (predicted)"	12104	1	1	1
"Schizosaccharomyces specific protein"	12105	0	0	1
estExt_Genemark.C_812022	12106	1	1	0
estExt_Genewise1.C_814845	12107	0	1	0
estExt_Genemark.C_811481	12108	1	1	0
estExt_Genewise1.C_812193	12109	1	1	0
estExt_fgenesh1_pg.C_40270	12112	2	1	0
estExt_fgenesh1_pm.C_31121	12114	1	1	0
estExt_Genewise1.C_30653	12115	1	1	0
estExt_Genewise1Plus.C_20980	12117	2	2	1
estExt_fgenesh1_pg.C_20194	12118	1	1	0
estExt_Genewise1Plus.C_20260	12119	1	1	0
estExt_Genewise1.C_20010	12120	2	1	0
gw1.1.861.1	12122	1	1	0
 Neurospora crassa OR74A carbon catabolite regulation (431 aa)	12128	1	1	0
 Neurospora crassa OR74A 1,3-beta-glucanosyltransferase gel3 (431 aa)	12130	1	1	0
 Neurospora crassa OR74A hypothetical protein (431 aa)	12133	1	0	0
 Neurospora crassa OR74A DnaJ domain-containing protein (431 aa)	12136	1	0	0
 Neurospora crassa OR74A bZIP transcription factor (431 aa)	12140	2	1	0
"mitochondrial phenylalanyl-tRNA synthetase Msf1 (predicted)"	12141	0	0	1
"serine/threonine protein kinase Spo4"	12142	0	0	1
"RNA polymerase II associated Paf1 complex (predicted)"	12143	0	0	1
"3-hydroxyisobutyryl-CoA hydrolase snr1"	12144	0	0	1
"lysine methyltransferase Set8 (predicted)"	12146	0	0	1
"serine hydrolase-like"	12147	0	0	1
estExt_fgenesh1_pm.C_810068	12148	1	1	0
estExt_Genewise1Plus.C_62066	12149	0	1	0
estExt_Genewise1Plus.C_61057	12150	1	1	0
estExt_Genemark.C_60393	12151	1	1	0
estExt_fgenesh1_pg.C_30975	12153	0	1	0
estExt_Genemark.C_11163	12155	1	1	0
estExt_fgenesh1_kg.C_10147	12156	1	1	1
 Neurospora crassa OR74A bifunctional D12/D15 fatty acid desaturase (430 aa)	12157	1	1	0
 Neurospora crassa OR74A hypothetical protein (430 aa)	12158	1	1	0
 Neurospora crassa OR74A hypothetical protein (430 aa)	12160	1	1	0
 Neurospora crassa OR74A hypothetical protein (430 aa)	12164	1	1	0
 Neurospora crassa OR74A thiamin pyrophosphokinase (430 aa)	12165	2	1	0
 Neurospora crassa OR74A hypothetical protein (430 aa)	12168	1	1	0
 Neurospora crassa OR74A SVP1-like protein 2 (430 aa)	12170	2	0	0
 Neurospora crassa OR74A hypothetical protein (430 aa)	12172	1	1	0
 Neurospora crassa OR74A DUF803 domain membrane protein (430 aa)	12173	2	1	0
"septin Spn7"	12175	0	0	1
"transcription factor Rsv1"	12176	0	0	1
"transcription elongation factor complex subunit Iws1 (predicted)"	12177	0	0	1
"conserved fungal protein"	12178	0	0	1
"mitochondrial cardiolipin-specific phospholipase (predicted)"	12179	0	0	1
estExt_fgenesh1_pm.C_811872	12181	2	1	0
estExt_Genewise1Plus.C_813139	12183	1	1	0
estExt_fgenesh1_pm.C_20072	12187	0	1	0
estExt_Genewise1.C_13390	12188	1	1	0
 Neurospora crassa OR74A 37S ribosomal protein MRP4 (429 aa)	12192	1	0	0
 Neurospora crassa OR74A hypothetical protein (429 aa)	12193	1	0	0
 Neurospora crassa OR74A hypothetical protein (429 aa)	12194	1	1	0
 Neurospora crassa OR74A hypothetical protein (429 aa)	12197	1	1	0
